input,output,source,category
On what grounds did the appellant seek quashing of the criminal proceedings?,"The appellant sought quashing of the criminal proceedings on the grounds that the allegations were of a civil nature, the main accused had been acquitted after a compromise, and there was no evidence against him.",IndicLegalQA,case_qa
What was the Supreme Court's view on the High Court's refusal to quash the proceedings?,"The Supreme Court held that the High Court erred by not considering the material on record and the civil nature of the dispute, and it should have exercised its powers under Section 482 Cr.P.C. to quash the proceedings against Jaswant Singh.",IndicLegalQA,case_qa
What did the Supreme Court ultimately decide in the case?,"The Supreme Court allowed the appeal, quashing the FIR and all consequential proceedings against Jaswant Singh.",IndicLegalQA,case_qa
Why did the Supreme Court find it necessary to quash the proceedings against Jaswant Singh?,"The Supreme Court found it necessary to quash the proceedings to prevent abuse of process and to secure the ends of justice, as the allegations had a civil flavor, the main accused had been acquitted, and the appellant had been declared a proclaimed offender unfairly.",IndicLegalQA,case_qa
What role did the settlement between the complainant and Gurmeet Singh play in the Supreme Court's decision?,"The settlement played a crucial role as it showed that the complainant had resolved the dispute with the main accused, making the continuation of proceedings against Jaswant Singh unjustified.",IndicLegalQA,case_qa
How did the Supreme Court view the use of Section 482 Cr.P.C. in this case?,"The Supreme Court viewed the use of Section 482 Cr.P.C. as essential to prevent the misuse of judicial processes and to ensure justice, especially in cases with an overwhelmingly civil nature.",IndicLegalQA,case_qa
What were the conditions imposed by the High Court when denying the quashing of the FIR against Jaswant Singh?,"The High Court imposed conditions including surrendering the passport, appearing in the trial court on each hearing date, and not intimidating prosecution witnesses, which the Supreme Court found insufficient grounds to deny quashing.",IndicLegalQA,case_qa
What is the case about in GOOGLE INDIA PRIVATE LIMITED VERSUS M/S. VISAKHA INDUSTRIES AND ANOTHER?,"The case involves Google India Private Limited, the appellant, who is the second accused in a criminal complaint filed by Visakha Industries, the first respondent. The complaint involves allegations of defamation through articles posted in the Ban Asbestos India group hosted by Google.",IndicLegalQA,case_qa
What sections of the Indian Penal Code are invoked in this case?,"The complaint seeks to invoke Sections 120B, 500, and 501 read with Section 34 of the Indian Penal Code (IPC).",IndicLegalQA,case_qa
What is the main allegation against the first accused in the case?,"The first accused is alleged to be the Coordinator of Ban Asbestos India, a group hosted by Google India Private Limited, and is accused of posting defamatory articles against Visakha Industries.",IndicLegalQA,case_qa
What action did the appellant take after receiving the legal notice from the complainant?,"The appellant made over the legal notice to its parent entity, Google LLC, which owns the Google Group platforms. Google LLC replied to the legal notice and requested specific URLs of the objectionable content from the complainant.",IndicLegalQA,case_qa
"What was the outcome of the civil suit filed by the complainant against the first accused, Google LLC, and the appellant?","The civil suit was initially dismissed, but the complainant succeeded in the first appeal, and the suit was decreed. However, the High Court allowed the second appeal, dismissing the suit against the appellant.",IndicLegalQA,case_qa
What was the High Court's finding regarding the liability of the appellant under Section 79 of the Information Technology Act?,"The High Court found that the appellant could not claim exemption under Section 79 of the Information Technology Act, either before or after its amendment, as the appellant did not take action to block the defamatory content despite being notified.",IndicLegalQA,case_qa
What argument did the appellant present regarding its role as an intermediary?,"The appellant argued that it is not the intermediary as it does not provide Google Groups services, which are provided by its parent company, Google LLC. The appellant also claimed that it is only a reseller of Google LLC Ads program in India.",IndicLegalQA,case_qa
What did the Supreme Court say about the intermediary's responsibility under Section 79 of the Information Technology Act?,The Supreme Court noted that an intermediary is not liable for third-party information or data unless it has actual knowledge of the content or fails to remove or disable access to the material after being notified by a court order or a government agency.,IndicLegalQA,case_qa
What was the final decision of the Supreme Court in this case?,"The Supreme Court dismissed the appeal by Google India Private Limited, holding that the appellant did not take action to block the defamatory content despite being notified and thus could not claim exemption under Section 79 of the Information Technology Act.",IndicLegalQA,case_qa
What was Asharam Tiwari convicted for in the case Asharam Tiwari vs State of Madhya Pradesh?,"Asharam Tiwari was convicted under Sections 302/34, 324/34, 325/34, and 323 of the IPC for life imprisonment and other lesser punishments.",IndicLegalQA,case_qa
What was the incident that led to the conviction of Asharam Tiwari?,"The incident occurred on 23rd October 2006 when Asharam Tiwari and his co-accused assaulted PW-1, his family, and PW-1's brother Ramdas over a land dispute, resulting in the death of two people and injuries to others.",IndicLegalQA,case_qa
Who were the victims in the case Asharam Tiwari vs State of Madhya Pradesh?,"The victims were PW-1, his wife PW-4, their son Ramashankar (who died during treatment), their minor daughter, and PW-1's brother Ramdas (who was shot dead).",IndicLegalQA,case_qa
What was the defense argument presented by Asharam Tiwari's counsel?,"The defense argued that Asharam Tiwari was only armed with a lathi, did not share common intention with the other accused, and was falsely implicated at the behest of the village sarpanch. They also claimed his alibi was not properly considered.",IndicLegalQA,case_qa
What was the prosecution's argument regarding the common intention in the case Asharam Tiwari vs State of Madhya Pradesh?,"The prosecution argued that the common intention was evident from the fact that all four accused came armed together, assaulted PW-1 and his family, and then proceeded to kill Ramdas. The recovery of bloodstained lathi and clothes also indicated common intention.",IndicLegalQA,case_qa
What were the injuries sustained by Ramdas according to the post-mortem report?,"Ramdas sustained a contusion on his right arm, a contusion on his left arm, a lacerated wound on his right brow, an ingress injury in his stomach, and an egress injury on his back.",IndicLegalQA,case_qa
What were the injuries sustained by Ramashankar according to the post-mortem report?,"Ramashankar sustained an incised wound in the temporal area, a fracture and blood clotting, a stitched injury on the parietal area, an incised wound on the left shoulder, and injuries on the neck and forehead.",IndicLegalQA,case_qa
What did the court conclude about the reliability of the witnesses in the case Asharam Tiwari vs State of Madhya Pradesh?,"The court found PW-1 and PW-4 to be reliable and truthful witnesses, and saw no reason for them to falsely implicate someone, especially given that the deceased was their own minor son. PW-2, the son of the second deceased, was also found to be a reliable eye-witness.",IndicLegalQA,case_qa
